 #    i     x              ref(x)   imf(x)    k   th(k)    reF(k)    imF(k)    reF-1(x)   imF-1(x)
    642   5.0781       25.78735       0.000000        100.8      0.1966619E-03  0.8984340E-03  0.3371440E-16   25.78735     -0.1349028E-13
    643   5.1172       26.18561       0.000000        101.0     -0.1960507E-03  0.9007701E-03  0.6606959E-16   26.18561      0.2279055E-13
    644   5.1562       26.58691       0.000000        101.2      0.1954423E-03  0.9031325E-03 -0.8084364E-16   26.58691     -0.3627976E-13
    645   5.1953       26.99127       0.000000        101.3     -0.1948367E-03  0.9055212E-03  0.1143115E-15   26.99127      0.6828945E-14
    646   5.2344       27.39868       0.000000        101.5      0.1942340E-03  0.9079365E-03 -0.7331541E-16   27.39868      0.1340702E-13
    647   5.2734       27.80914       0.000000        101.6     -0.1936340E-03  0.9103786E-03 -0.3906723E-15   27.80914      0.2439930E-13
    648   5.3125       28.22266       0.000000        101.8      0.1930369E-03  0.9128478E-03  0.3511538E-16   28.22266     -0.1637794E-13
    649   5.3516       28.63922       0.000000        101.9     -0.1924424E-03  0.9153443E-03 -0.3882927E-15   28.63922     -0.3191891E-14
    650   5.3906       29.05884       0.000000        102.1      0.1918508E-03  0.9178684E-03 -0.2495308E-18   29.05884     -0.1371233E-13
    651   5.4297       29.48151       0.000000        102.3     -0.1912618E-03  0.9204203E-03  0.2743677E-15   29.48151      0.1338033E-13
    652   5.4688       29.90723       0.000000        102.4      0.1906756E-03  0.9230002E-03 -0.2550245E-17   29.90723     -0.9590625E-14
    653   5.5078       30.33600       0.000000        102.6     -0.1900920E-03  0.9256085E-03  0.2002653E-15   30.33600     -0.3573530E-14
    654   5.5469       30.76782       0.000000        102.7      0.1895111E-03  0.9282453E-03 -0.1012667E-16   30.76782      0.8563668E-14
    655   5.5859       31.20270       0.000000        102.9     -0.1889329E-03  0.9309110E-03  0.3251790E-15   31.20270      0.7874777E-14
    656   5.6250       31.64062       0.000000        103.0      0.1883573E-03  0.9336057E-03  0.1025205E-17   31.64062      0.7105427E-14
    657   5.6641       32.08160       0.000000        103.2     -0.1877844E-03  0.9363298E-03  0.1860829E-15   32.08160      0.1044043E-13
    658   5.7031       32.52563       0.000000        103.4      0.1872141E-03  0.9390836E-03 -0.7901490E-16   32.52563     -0.4022212E-13
    659   5.7422       32.97272       0.000000        103.5     -0.1866463E-03  0.9418673E-03 -0.2246227E-15   32.97272      0.2203313E-13
    660   5.7812       33.42285       0.000000        103.7      0.1860811E-03  0.9446812E-03  0.1152601E-16   33.42285     -0.7369105E-14
    661   5.8203       33.87604       0.000000        103.8     -0.1855185E-03  0.9475256E-03 -0.3257494E-15   33.87604      0.5801989E-14
    662   5.8594       34.33228       0.000000        104.0      0.1849585E-03  0.9504008E-03  0.3916514E-16   34.33228     -0.4047085E-13
    663   5.8984       34.79156       0.000000        104.1     -0.1844010E-03  0.9533070E-03 -0.5412822E-16   34.79156     -0.5829744E-14
    664   5.9375       35.25391       0.000000        104.3      0.1838460E-03  0.9562446E-03 -0.1920524E-16   35.25391     -0.1137979E-14
    665   5.9766       35.71930       0.000000        104.5     -0.1832935E-03  0.9592140E-03  0.2315152E-15   35.71930      0.9632258E-14
    666   6.0156       36.18774       0.000000        104.6      0.1827434E-03  0.9622153E-03 -0.7657440E-16   36.18774      0.2775558E-15
    667   6.0547       36.65924       0.000000        104.8     -0.1821959E-03  0.9652489E-03  0.8389190E-16   36.65924      0.3006251E-13
    668   6.0938       37.13379       0.000000        104.9      0.1816508E-03  0.9683151E-03 -0.1611440E-17   37.13379     -0.1279639E-13
    669   6.1328       37.61139       0.000000        105.1     -0.1811082E-03  0.9714143E-03  0.2150459E-15   37.61139      0.4729181E-15
    670   6.1719       38.09204       0.000000        105.2      0.1805679E-03  0.9745468E-03  0.3756865E-16   38.09204     -0.1582175E-13
    671   6.2109       38.57574       0.000000        105.4     -0.1800301E-03  0.9777129E-03 -0.1103488E-14   38.57574     -0.1651671E-13
    672   6.2500       39.06250       0.000000        105.6      0.1794947E-03  0.9809129E-03   0.000000       39.06250      0.2006021E-13
    673   6.2891       39.55231       0.000000        105.7     -0.1789617E-03  0.9841472E-03  0.7837795E-15   39.55231     -0.7941631E-14
    674   6.3281       40.04517       0.000000        105.9      0.1784311E-03  0.9874162E-03  0.3330881E-15   40.04517     -0.1128618E-13
    675   6.3672       40.54108       0.000000        106.0     -0.1779028E-03  0.9907201E-03 -0.9151505E-16   40.54108      0.1486665E-13
    676   6.4062       41.04004       0.000000        106.2      0.1773768E-03  0.9940595E-03 -0.4564701E-16   41.04004     -0.4358986E-13
    677   6.4453       41.54205       0.000000        106.3     -0.1768532E-03  0.9974345E-03 -0.5288353E-16   41.54205     -0.1839161E-13
    678   6.4844       42.04712       0.000000        106.5      0.1763319E-03  0.1000846E-02  0.1047892E-15   42.04712      0.4152995E-14
    679   6.5234       42.55524       0.000000        106.7     -0.1758129E-03  0.1004293E-02  0.3412512E-16   42.55524      0.3777207E-13
    680   6.5625       43.06641       0.000000        106.8      0.1752962E-03  0.1007778E-02 -0.8735259E-17   43.06641     -0.2109424E-13
    681   6.6016       43.58063       0.000000        107.0     -0.1747817E-03  0.1011299E-02 -0.2433682E-16   43.58063     -0.3098556E-13
    682   6.6406       44.09790       0.000000        107.1      0.1742695E-03  0.1014859E-02 -0.4226474E-16   44.09790     -0.2871668E-13
    683   6.6797       44.61823       0.000000        107.3     -0.1737596E-03  0.1018456E-02  0.1001292E-15   44.61823      0.8417012E-14
    684   6.7188       45.14160       0.000000        107.4      0.1732519E-03  0.1022092E-02  0.1301043E-17   45.14160     -0.1256267E-13
    685   6.7578       45.66803       0.000000        107.6     -0.1727464E-03  0.1025766E-02 -0.9464381E-17   45.66803      0.9939898E-14
    686   6.7969       46.19751       0.000000        107.8      0.1722432E-03  0.1029480E-02  0.5361275E-16   46.19751     -0.1030493E-14
    687   6.8359       46.73004       0.000000        107.9     -0.1717421E-03  0.1033234E-02 -0.6541869E-16   46.73004      0.3690204E-13
    688   6.8750       47.26562       0.000000        108.1      0.1712432E-03  0.1037028E-02 -0.4472858E-17   47.26562      0.3574918E-13
    689   6.9141       47.80426       0.000000        108.2     -0.1707465E-03  0.1040862E-02 -0.1149015E-15   47.80426      0.9394462E-14
    690   6.9531       48.34595       0.000000        108.4      0.1702519E-03  0.1044737E-02  0.2965188E-16   48.34595     -0.1407208E-13
    691   6.9922       48.89069       0.000000        108.5     -0.1697595E-03  0.1048654E-02 -0.1023487E-15   48.89069      0.1634790E-13
    692   7.0312       49.43848       0.000000        108.7      0.1692692E-03  0.1052612E-02 -0.2304454E-17   49.43848      0.8514157E-14
    693   7.0703       49.98932       0.000000        108.9     -0.1687811E-03  0.1056613E-02 -0.6323242E-16   49.98932      0.1120618E-13
    694   7.1094       50.54321       0.000000        109.0      0.1682950E-03  0.1060657E-02  0.5621693E-16   50.54321     -0.3815358E-13
    695   7.1484       51.10016       0.000000        109.2     -0.1678111E-03  0.1064745E-02  0.1489835E-16   51.10016     -0.1049161E-13
    696   7.1875       51.66016       0.000000        109.3      0.1673292E-03  0.1068876E-02  0.1474515E-16   51.66016     -0.3044460E-13
    697   7.2266       52.22321       0.000000        109.5     -0.1668494E-03  0.1073051E-02 -0.7341097E-16   52.22321      0.4175473E-13
    698   7.2656       52.78931       0.000000        109.6      0.1663717E-03  0.1077271E-02  0.7806256E-16   52.78931      0.2978881E-13
    699   7.3047       53.35846       0.000000        109.8     -0.1658960E-03  0.1081537E-02  0.5941428E-16   53.35846      0.2798469E-13
    700   7.3438       53.93066       0.000000        110.0      0.1654223E-03  0.1085848E-02  0.4792593E-16   53.93066     -0.1470338E-13
    701   7.3828       54.50592       0.000000        110.1     -0.1649507E-03  0.1090206E-02 -0.3859760E-16   54.50592      0.1339233E-13
    702   7.4219       55.08423       0.000000        110.3      0.1644811E-03  0.1094611E-02  0.2667305E-15   55.08423     -0.1790235E-14
    703   7.4609       55.66559       0.000000        110.4     -0.1640135E-03  0.1099063E-02 -0.2079066E-14   55.66559     -0.1423861E-13
    704   7.5000       56.25000       0.000000        110.6      0.1635479E-03  0.1103563E-02   0.000000       56.25000      0.1745879E-13
    705   7.5391       56.83746       0.000000        110.7     -0.1630842E-03  0.1108112E-02  0.1612184E-15   56.83746      0.5010418E-14
    706   7.5781       57.42798       0.000000        110.9      0.1626226E-03  0.1112710E-02  0.4215203E-16   57.42798     -0.1852712E-13
    707   7.6172       58.02155       0.000000        111.1     -0.1621629E-03  0.1117358E-02 -0.2547665E-16   58.02155      0.2191222E-13
    708   7.6562       58.61816       0.000000        111.2      0.1617051E-03  0.1122056E-02  0.6841144E-17   58.61816     -0.4579724E-13
    709   7.6953       59.21783       0.000000        111.4     -0.1612493E-03  0.1126805E-02  0.9888393E-17   59.21783     -0.9436896E-15
    710   7.7344       59.82056       0.000000        111.5      0.1607954E-03  0.1131606E-02 -0.7079302E-16   59.82056      0.1874916E-13
    711   7.7734       60.42633       0.000000        111.7     -0.1603434E-03  0.1136459E-02 -0.4766905E-16   60.42633      0.3234939E-13
    712   7.8125       61.03516       0.000000        111.8      0.1598933E-03  0.1141365E-02  0.2120149E-16   61.03516     -0.1175422E-13
    713   7.8516       61.64703       0.000000        112.0     -0.1594451E-03  0.1146324E-02 -0.1616468E-15   61.64703     -0.2852288E-14
    714   7.8906       62.26196       0.000000        112.2      0.1589988E-03  0.1151337E-02 -0.1109547E-15   62.26196     -0.3034392E-13
    715   7.9297       62.87994       0.000000        112.3     -0.1585543E-03  0.1156405E-02 -0.1113034E-15   62.87994      0.2046186E-13
    716   7.9688       63.50098       0.000000        112.5      0.1581118E-03  0.1161529E-02  0.1037004E-16   63.50098      0.2012279E-14
    717   8.0078       64.12506       0.000000        112.6     -0.1576710E-03  0.1166708E-02 -0.4678556E-16   64.12506      0.1204579E-13
    718   8.0469       64.75220       0.000000        112.8      0.1572321E-03  0.1171945E-02 -0.6737409E-16   64.75220      0.1539047E-13
    719   8.0859       65.38239       0.000000        112.9     -0.1567951E-03  0.1177239E-02  0.2117011E-15   65.38239      0.2059444E-13
    720   8.1250       66.01562       0.000000        113.1      0.1563599E-03  0.1182591E-02 -0.5817488E-17   66.01562      0.1923515E-13
    721   8.1641       66.65192       0.000000        113.3     -0.1559264E-03  0.1188002E-02  0.2476152E-15   66.65192      0.8428959E-14
    722   8.2031       67.29126       0.000000        113.4      0.1554948E-03  0.1193473E-02  0.1855362E-16   67.29126     -0.4369435E-13
    723   8.2422       67.93365       0.000000        113.6     -0.1550650E-03  0.1199005E-02  0.1469408E-16   67.93365      0.1599442E-13
    724   8.2812       68.57910       0.000000        113.7      0.1546369E-03  0.1204597E-02  0.1120129E-16   68.57910     -0.1247613E-13
    725   8.3203       69.22760       0.000000        113.9     -0.1542106E-03  0.1210252E-02  0.8746968E-16   69.22760      0.1396105E-13
    726   8.3594       69.87915       0.000000        114.0      0.1537861E-03  0.1215970E-02 -0.4957604E-17   69.87915     -0.2067844E-13
    727   8.3984       70.53375       0.000000        114.2     -0.1533633E-03  0.1221751E-02 -0.7839010E-16   70.53375     -0.1066468E-13
    728   8.4375       71.19141       0.000000        114.4      0.1529423E-03  0.1227597E-02  0.1252787E-16   71.19141      0.9300801E-15
    729   8.4766       71.85211       0.000000        114.5     -0.1525229E-03  0.1233508E-02  0.1037048E-15   71.85211     -0.1672408E-14
    730   8.5156       72.51587       0.000000        114.7      0.1521054E-03  0.1239486E-02  0.9109852E-16   72.51587      0.1330853E-13
    731   8.5547       73.18268       0.000000        114.8     -0.1516895E-03  0.1245530E-02  0.4163336E-16   73.18268      0.2797055E-13
    732   8.5938       73.85254       0.000000        115.0      0.1512753E-03  0.1251642E-02 -0.1992379E-16   73.85254      0.1616896E-14
    733   8.6328       74.52545       0.000000        115.1     -0.1508628E-03  0.1257824E-02  0.1913127E-15   74.52545      0.1484923E-13
    734   8.6719       75.20142       0.000000        115.3      0.1504521E-03  0.1264075E-02  0.1559209E-15   75.20142     -0.1421085E-13
    735   8.7109       75.88043       0.000000        115.5     -0.1500429E-03  0.1270396E-02  0.3607554E-15   75.88043     -0.1122686E-13
    736   8.7500       76.56250       0.000000        115.6      0.1496355E-03  0.1276790E-02   0.000000       76.56250      0.1561932E-13
    737   8.7891       77.24762       0.000000        115.8     -0.1492297E-03  0.1283256E-02  0.2450457E-15   77.24762      0.1596299E-13
    738   8.8281       77.93579       0.000000        115.9      0.1488256E-03  0.1289795E-02 -0.1517927E-15   77.93579     -0.1787132E-13
    739   8.8672       78.62701       0.000000        116.1     -0.1484231E-03  0.1296409E-02  0.6072371E-16   78.62701      0.9537577E-14
    740   8.9062       79.32129       0.000000        116.2      0.1480222E-03  0.1303099E-02 -0.3870811E-16   79.32129     -0.1736628E-13
    741   8.9453       80.01862       0.000000        116.4     -0.1476229E-03  0.1309865E-02 -0.1026974E-15   80.01862     -0.1306253E-13
    742   8.9844       80.71899       0.000000        116.6      0.1472253E-03  0.1316709E-02 -0.7193996E-16   80.71899      0.1397683E-13
    743   9.0234       81.42242       0.000000        116.7     -0.1468293E-03  0.1323632E-02  0.2408532E-15   81.42242      0.1506964E-13
    744   9.0625       82.12891       0.000000        116.9      0.1464348E-03  0.1330634E-02 -0.1945181E-17   82.12891     -0.2864375E-13
    745   9.1016       82.83844       0.000000        117.0     -0.1460420E-03  0.1337718E-02 -0.1626823E-15   82.83844     -0.2743285E-13
    746   9.1406       83.55103       0.000000        117.2      0.1456507E-03  0.1344884E-02 -0.1143355E-15   83.55103     -0.3315757E-13
    747   9.1797       84.26666       0.000000        117.3     -0.1452610E-03  0.1352132E-02 -0.8962093E-16   84.26666      0.1990945E-13
    748   9.2188       84.98535       0.000000        117.5      0.1448729E-03  0.1359466E-02  0.5725026E-17   84.98535     -0.1283859E-13
    749   9.2578       85.70709       0.000000        117.7     -0.1444863E-03  0.1366885E-02 -0.3686287E-16   85.70709      0.1380663E-13
    750   9.2969       86.43188       0.000000        117.8      0.1441012E-03  0.1374391E-02 -0.2979003E-16   86.43188      0.1833770E-14
    751   9.3359       87.15973       0.000000        118.0     -0.1437177E-03  0.1381984E-02  0.4005544E-15   87.15973      0.1849465E-13
    752   9.3750       87.89062       0.000000        118.1      0.1433358E-03  0.1389668E-02 -0.7185460E-18   87.89062      0.4329870E-13
    753   9.4141       88.62457       0.000000        118.3     -0.1429553E-03  0.1397442E-02  0.9048522E-15   88.62457      0.4379410E-14
    754   9.4531       89.36157       0.000000        118.4      0.1425764E-03  0.1405307E-02 -0.8466552E-16   89.36157     -0.1451617E-13
    755   9.4922       90.10162       0.000000        118.6     -0.1421989E-03  0.1413266E-02  0.8535015E-16   90.10162      0.1538353E-13
    756   9.5312       90.84473       0.000000        118.8      0.1418230E-03  0.1421320E-02 -0.9677028E-17   90.84473     -0.2257209E-13
    757   9.5703       91.59088       0.000000        118.9     -0.1414485E-03  0.1429470E-02  0.5977574E-16   91.59088      0.3320328E-14
    758   9.6094       92.34009       0.000000        119.1      0.1410756E-03  0.1437717E-02 -0.7137023E-16   92.34009     -0.4383476E-13
    759   9.6484       93.09235       0.000000        119.2     -0.1407041E-03  0.1446063E-02  0.2114663E-15   93.09235     -0.2534955E-13
    760   9.6875       93.84766       0.000000        119.4      0.1403340E-03  0.1454510E-02  0.6938894E-17   93.84766     -0.2885546E-13
    761   9.7266       94.60602       0.000000        119.5     -0.1399655E-03  0.1463058E-02  0.9893030E-16   94.60602      0.2798796E-13
    762   9.7656       95.36743       0.000000        119.7      0.1395984E-03  0.1471709E-02  0.1219413E-16   95.36743     -0.1495318E-13
    763   9.8047       96.13190       0.000000        119.9     -0.1392327E-03  0.1480466E-02  0.2993237E-16   96.13190      0.4334387E-13
    764   9.8438       96.89941       0.000000        120.0      0.1388684E-03  0.1489329E-02  0.1088395E-17   96.89941     -0.1135366E-13
    765   9.8828       97.66998       0.000000        120.2     -0.1385056E-03  0.1498300E-02  0.1661249E-15   97.66998     -0.9676355E-14
    766   9.9219       98.44360       0.000000        120.3      0.1381442E-03  0.1507381E-02  0.2125204E-15   98.44360     -0.2411933E-13
    767   9.9609       99.22028       0.000000        120.5     -0.1377842E-03  0.1516573E-02  0.2394589E-15   99.22028     -0.2552479E-13
    768   10.000       100.0000       0.000000        120.6      0.1374257E-03  0.1525879E-02   0.000000       100.0000      0.1421085E-13
    769   10.039       100.7828       0.000000        120.8     -0.1370685E-03  0.1535299E-02  0.3601286E-14   100.7828     -0.2359224E-15
    770   10.078       101.5686       0.000000        121.0      0.1367127E-03  0.1544836E-02 -0.1006140E-15   101.5686     -0.1360023E-13
    771   10.117       102.3575       0.000000        121.1     -0.1363583E-03  0.1554492E-02 -0.1942890E-15   102.3575      0.1185163E-13
    772   10.156       103.1494       0.000000        121.3      0.1360052E-03  0.1564268E-02  0.1040834E-16   103.1494     -0.4254930E-13
    773   10.195       103.9444       0.000000        121.4     -0.1356536E-03  0.1574166E-02 -0.1674008E-15   103.9444      0.1709743E-13
    774   10.234       104.7424       0.000000        121.6      0.1353033E-03  0.1584188E-02  0.2905662E-15   104.7424      0.1601497E-13
    775   10.273       105.5435       0.000000        121.7     -0.1349543E-03  0.1594337E-02 -0.9497611E-16   105.5435      0.2739475E-13
    776   10.312       106.3477       0.000000        121.9      0.1346067E-03  0.1604614E-02  0.1734723E-17   106.3477     -0.2869927E-13
    777   10.352       107.1548       0.000000        122.1     -0.1342605E-03  0.1615020E-02 -0.9280771E-16   107.1548     -0.2081668E-14
    778   10.391       107.9651       0.000000        122.2      0.1339156E-03  0.1625559E-02  0.1183949E-15   107.9651     -0.2764455E-13
    779   10.430       108.7784       0.000000        122.4     -0.1335720E-03  0.1636233E-02  0.2138047E-15   108.7784      0.2348122E-13
    780   10.469       109.5947       0.000000        122.5      0.1332297E-03  0.1647043E-02  0.3577867E-16   109.5947     -0.1330880E-13
    781   10.508       110.4141       0.000000        122.7     -0.1328887E-03  0.1657992E-02  0.2103352E-15   110.4141      0.3017725E-13
    782   10.547       111.2366       0.000000        122.8      0.1325491E-03  0.1669082E-02  0.2157562E-16   111.2366     -0.1169898E-13
    783   10.586       112.0621       0.000000        123.0     -0.1322107E-03  0.1680315E-02 -0.2544894E-15   112.0621      0.1364794E-13
    784   10.625       112.8906       0.000000        123.2      0.1318737E-03  0.1691694E-02  0.2515349E-16   112.8906     -0.8881784E-15
    785   10.664       113.7222       0.000000        123.3     -0.1315379E-03  0.1703221E-02  0.3364821E-15   113.7222     -0.1994065E-14
    786   10.703       114.5569       0.000000        123.5      0.1312034E-03  0.1714899E-02  0.4987330E-16   114.5569     -0.4266032E-13
    787   10.742       115.3946       0.000000        123.6     -0.1308702E-03  0.1726730E-02  0.9540979E-17   115.3946      0.1437045E-13
    788   10.781       116.2354       0.000000        123.8      0.1305383E-03  0.1738716E-02 -0.1778092E-16   116.2354     -0.5148659E-14
    789   10.820       117.0792       0.000000        123.9     -0.1302076E-03  0.1750861E-02 -0.5204170E-16   117.0792      0.1795786E-13
    790   10.859       117.9260       0.000000        124.1      0.1298781E-03  0.1763167E-02 -0.1110223E-15   117.9260     -0.2275957E-13
    791   10.898       118.7759       0.000000        124.2     -0.1295500E-03  0.1775637E-02  0.1387779E-16   118.7759     -0.2864375E-13
    792   10.938       119.6289       0.000000        124.4      0.1292230E-03  0.1788273E-02  0.3122502E-16   119.6289      0.2414735E-14
    793   10.977       120.4849       0.000000        124.6     -0.1288973E-03  0.1801079E-02 -0.2844947E-15   120.4849      0.1201816E-13
    794   11.016       121.3440       0.000000        124.7      0.1285728E-03  0.1814057E-02 -0.4857226E-16   121.3440     -0.1498801E-14
    795   11.055       122.2061       0.000000        124.9     -0.1282496E-03  0.1827210E-02 -0.1977585E-15   122.2061      0.4254930E-13
    796   11.094       123.0713       0.000000        125.0      0.1279276E-03  0.1840541E-02  0.5204170E-16   123.0713     -0.9853229E-14
    797   11.133       123.9395       0.000000        125.2     -0.1276067E-03  0.1854054E-02 -0.3122502E-15   123.9395      0.6411538E-14
    798   11.172       124.8108       0.000000        125.3      0.1272871E-03  0.1867752E-02  0.2914335E-15   124.8108     -0.8437695E-14
    799   11.211       125.6851       0.000000        125.5     -0.1269687E-03  0.1881638E-02 -0.1665335E-15   125.6851     -0.2839395E-13
    800   11.250       126.5625       0.000000        125.7      0.1266515E-03  0.1895714E-02   0.000000       126.5625      0.1280239E-13
    801   11.289       127.4429       0.000000        125.8     -0.1263354E-03  0.1909986E-02 -0.9277615E-15   127.4429     -0.1912006E-13
    802   11.328       128.3264       0.000000        126.0      0.1260206E-03  0.1924456E-02 -0.3037881E-16   128.3264     -0.1180646E-13
    803   11.367       129.2130       0.000000        126.1     -0.1257069E-03  0.1939127E-02 -0.1256836E-16   129.2130      0.1361057E-13
    804   11.406       130.1025       0.000000        126.3      0.1253944E-03  0.1954003E-02  0.9725503E-16   130.1025     -0.5483141E-13
    805   11.445       130.9952       0.000000        126.4     -0.1250831E-03  0.1969089E-02  0.5396774E-16   130.9952     -0.1091828E-13
    806   11.484       131.8909       0.000000        126.6      0.1247729E-03  0.1984388E-02  0.6131058E-16   131.8909      0.1355506E-13
    807   11.523       132.7896       0.000000        126.8     -0.1244638E-03  0.1999903E-02  0.1727407E-15   132.7896      0.3755656E-13
    808   11.562       133.6914       0.000000        126.9      0.1241559E-03  0.2015639E-02  0.1654151E-16   133.6914     -0.3175238E-13
    809   11.602       134.5963       0.000000        127.1     -0.1238492E-03  0.2031600E-02  0.1273360E-15   134.5963     -0.2868892E-13
    810   11.641       135.5042       0.000000        127.2      0.1235436E-03  0.2047790E-02 -0.3271756E-17   135.5042     -0.2568425E-13
    811   11.680       136.4151       0.000000        127.4     -0.1232391E-03  0.2064214E-02  0.6813896E-16   136.4151      0.2544479E-13
    812   11.719       137.3291       0.000000        127.5      0.1229357E-03  0.2080875E-02 -0.6071532E-17   137.3291     -0.1455453E-13
    813   11.758       138.2462       0.000000        127.7     -0.1226335E-03  0.2097778E-02  0.5044722E-16   138.2462      0.3073590E-13
    814   11.797       139.1663       0.000000        127.9      0.1223324E-03  0.2114928E-02 -0.2000248E-16   139.1663      0.2001938E-14
    815   11.836       140.0894       0.000000        128.0     -0.1220324E-03  0.2132329E-02 -0.1472476E-15   140.0894      0.4149532E-13
    816   11.875       141.0156       0.000000        128.2      0.1217334E-03  0.2149987E-02  0.5773901E-17   141.0156      0.3930190E-13
    817   11.914       141.9449       0.000000        128.3     -0.1214356E-03  0.2167906E-02 -0.4372827E-15   141.9449     -0.6072467E-14
    818   11.953       142.8772       0.000000        128.5      0.1211389E-03  0.2186092E-02  0.1545093E-16   142.8772     -0.1229572E-13
    819   11.992       143.8126       0.000000        128.6     -0.1208433E-03  0.2204548E-02 -0.1494031E-15   143.8126      0.1175462E-13
    820   12.031       144.7510       0.000000        128.8      0.1205487E-03  0.2223282E-02 -0.2263220E-16   144.7510      0.9554723E-14
    821   12.070       145.6924       0.000000        129.0     -0.1202552E-03  0.2242298E-02 -0.9679582E-16   145.6924      0.2260011E-13
    822   12.109       146.6370       0.000000        129.1      0.1199628E-03  0.2261601E-02  0.4932072E-17   146.6370     -0.1913393E-13
    823   12.148       147.5845       0.000000        129.3     -0.1196715E-03  0.2281198E-02  0.3131812E-15   147.5845     -0.3386180E-14
    824   12.188       148.5352       0.000000        129.4      0.1193812E-03  0.2301094E-02  0.1366095E-16   148.5352     -0.2667638E-13
    825   12.227       149.4888       0.000000        129.6     -0.1190919E-03  0.2321296E-02  0.2824451E-15   149.4888      0.5722166E-13
    826   12.266       150.4456       0.000000        129.7      0.1188037E-03  0.2341809E-02  0.5529431E-16   150.4456      0.1128945E-13
    827   12.305       151.4053       0.000000        129.9     -0.1185166E-03  0.2362640E-02 -0.1396452E-15   151.4053      0.3968340E-13
    828   12.344       152.3682       0.000000        130.1      0.1182305E-03  0.2383795E-02 -0.6093635E-16   152.3682     -0.1188646E-13
    829   12.383       153.3340       0.000000        130.2     -0.1179454E-03  0.2405281E-02  0.2797242E-16   153.3340      0.8368038E-14
    830   12.422       154.3030       0.000000        130.4      0.1176614E-03  0.2427105E-02 -0.3734160E-15   154.3030      0.3538836E-14
    831   12.461       155.2750       0.000000        130.5     -0.1173784E-03  0.2449273E-02  0.2185752E-15   155.2750     -0.2844947E-13
    832   12.500       156.2500       0.000000        130.7      0.1170964E-03  0.2471793E-02   0.000000       156.2500      0.1096292E-13
    833   12.539       157.2281       0.000000        130.8     -0.1168154E-03  0.2494673E-02  0.3260171E-15   157.2281     -0.5038174E-14
    834   12.578       158.2092       0.000000        131.0      0.1165355E-03  0.2517919E-02 -0.1943066E-16   158.2092     -0.9950106E-14
    835   12.617       159.1934       0.000000        131.2     -0.1162565E-03  0.2541540E-02  0.4998382E-16   159.1934      0.1762747E-14
    836   12.656       160.1807       0.000000        131.3      0.1159786E-03  0.2565543E-02 -0.8943601E-16   160.1807     -0.3930136E-13
    837   12.695       161.1710       0.000000        131.5     -0.1157016E-03  0.2589937E-02  0.8136898E-17   161.1710      0.3427867E-13
    838   12.734       162.1643       0.000000        131.6      0.1154256E-03  0.2614730E-02  0.5779755E-16   162.1643      0.1017215E-13
    839   12.773       163.1607       0.000000        131.8     -0.1151506E-03  0.2639930E-02 -0.1080861E-15   163.1607      0.2377238E-13
    840   12.812       164.1602       0.000000        131.9      0.1148766E-03  0.2665547E-02  0.1362684E-17   164.1602     -0.4520022E-13
    841   12.852       165.1627       0.000000        132.1     -0.1146036E-03  0.2691590E-02 -0.2228331E-16   165.1627      0.1651725E-14
    842   12.891       166.1682       0.000000        132.3      0.1143315E-03  0.2718067E-02  0.5909950E-17   166.1682     -0.2479934E-13
    843   12.930       167.1768       0.000000        132.4     -0.1140605E-03  0.2744990E-02 -0.1990340E-15   167.1768      0.2999017E-13
    844   12.969       168.1885       0.000000        132.6      0.1137903E-03  0.2772366E-02 -0.7793489E-17   168.1885     -0.1575129E-13
    845   13.008       169.2032       0.000000        132.7     -0.1135212E-03  0.2800207E-02 -0.1354264E-15   169.2032      0.4601207E-13
    846   13.047       170.2209       0.000000        132.9      0.1132529E-03  0.2828523E-02 -0.1129610E-15   170.2209     -0.4322931E-13
    847   13.086       171.2418       0.000000        133.0     -0.1129857E-03  0.2857325E-02 -0.4956577E-15   171.2418      0.9289775E-14
    848   13.125       172.2656       0.000000        133.2      0.1127194E-03  0.2886624E-02  0.4157172E-17   172.2656     -0.1923515E-13
    849   13.164       173.2925       0.000000        133.4     -0.1124540E-03  0.2916431E-02 -0.8793081E-15   173.2925     -0.8420285E-14
    850   13.203       174.3225       0.000000        133.5      0.1121895E-03  0.2946758E-02 -0.3435106E-16   174.3225     -0.4495042E-13
    851   13.242       175.3555       0.000000        133.7     -0.1119260E-03  0.2977616E-02  0.7300720E-16   175.3555      0.1274648E-13
    852   13.281       176.3916       0.000000        133.8      0.1116635E-03  0.3009019E-02 -0.2865905E-16   176.3916      0.8230602E-14
    853   13.320       177.4307       0.000000        134.0     -0.1114018E-03  0.3040979E-02  0.8870689E-16   177.4307      0.1898535E-13
    854   13.359       178.4729       0.000000        134.1      0.1111411E-03  0.3073508E-02  0.1934129E-16   178.4729     -0.3829196E-14
    855   13.398       179.5181       0.000000        134.3     -0.1108812E-03  0.3106622E-02  0.2899753E-15   179.5181     -0.2864375E-13
    856   13.438       180.5664       0.000000        134.5      0.1106223E-03  0.3140332E-02  0.7744614E-17   180.5664      0.4482794E-14
    857   13.477       181.6177       0.000000        134.6     -0.1103643E-03  0.3174655E-02  0.4835841E-15   181.6177      0.2726958E-13
    858   13.516       182.6721       0.000000        134.8      0.1101072E-03  0.3209604E-02 -0.1510223E-16   182.6721     -0.1615375E-13
    859   13.555       183.7296       0.000000        134.9     -0.1098510E-03  0.3245195E-02  0.8961036E-16   183.7296      0.2493812E-13
